x_t,y_t,x_t-1,y_t-1,a_x,a_y
-4.145517006449729869e-01,1.072126687691884683e+00,-4.205112197121321782e-01,1.053830258588436708e+00,5.251451238309728931e-01,5.938422154794807950e-01,1.000000000000000000e+00
-4.188105466011590727e-01,1.094245189285390829e+00,-4.244702782704292687e-01,1.076331095430709039e+00,5.161602226686823336e-01,5.845126501234126914e-01,1.000000000000000000e+00
-4.232926830909229943e-01,1.116033659979396964e+00,-4.286549052823755424e-01,1.098503464723731282e+00,5.074210549231744638e-01,5.751158509536467012e-01,1.000000000000000000e+00
-4.279918667698253132e-01,1.137489917932283490e+00,-4.330589315418960084e-01,1.120344999355514126e+00,4.989262398310251312e-01,5.656569293354840600e-01,1.000000000000000000e+00
-4.329018913777327171e-01,1.158611958125619790e+00,-4.376762225073672075e-01,1.141853512170750262e+00,4.906743259828634796e-01,5.561409198641751317e-01,1.000000000000000000e+00
-4.380165894930473924e-01,1.179397949650525135e+00,-4.425006800752033231e-01,1.163026993267960441e+00,4.826637933121178947e-01,5.465727798709252294e-01,1.000000000000000000e+00
-4.433298342364334066e-01,1.199846232978115657e+00,-4.475262443035144533e-01,1.183863607279243446e+00,4.748930550715926846e-01,5.369573889697712987e-01,1.000000000000000000e+00
-4.488355409243564575e-01,1.219955317215448920e+00,-4.527468950861424091e-01,1.204361690634076609e+00,4.673604597976893094e-01,5.272995486446726554e-01,1.000000000000000000e+00
-4.545276686727753312e-01,1.239723877348355874e+00,-4.581566537773838488e-01,1.224519748808575503e+00,4.600642932613670522e-01,5.176039818762004918e-01,1.000000000000000000e+00
-4.604002219513309013e-01,1.259150751472531748e+00,-4.637495847677344241e-01,1.244336453561614597e+00,4.530027804055734020e-01,5.078753328071823336e-01,1.000000000000000000e+00
-4.664472520883942153e-01,1.278234938014227717e+00,-4.695197970109930008e-01,1.263810640159171106e+00,4.461740872685352466e-01,4.981181664466463599e-01,1.000000000000000000e+00
-4.726628587273485893e-01,1.296975592941868483e+00,-4.754614455030810038e-01,1.282941304588249842e+00,4.395763228923619259e-01,4.883369684114510778e-01,1.000000000000000000e+00
-4.790411912344878509e-01,1.315372026969896080e+00,-4.815687327129460904e-01,1.301727600761710013e+00,4.332075412166915274e-01,4.785361447049216177e-01,1.000000000000000000e+00
-4.855764500589332400e-01,1.333423702756114215e+00,-4.878359099659248521e-01,1.320168837715297361e+00,4.270657429566002694e-01,4.687200215318733654e-01,1.000000000000000000e+00
-4.922628880449731459e-01,1.351130232093795236e+00,-4.942572787799602851e-01,1.338264476798166180e+00,4.211488774646768851e-01,4.588928451493553551e-01,1.000000000000000000e+00
-4.990948116972473425e-01,1.368491373099770980e+00,-5.008271921550717654e-01,1.356014128858143986e+00,4.154548445766030329e-01,4.490587817524669401e-01,1.000000000000000000e+00
-5.060665823992072099e-01,1.385507027399727864e+00,-5.075400558164903098e-01,1.373417551422977390e+00,4.099814964398281747e-01,4.392219173945994815e-01,1.000000000000000000e+00
-5.131726175852896477e-01,1.402177237311882818e+00,-5.143903294118854497e-01,1.390474645878770898e+00,4.047266393251519045e-01,4.293862579414458036e-01,1.000000000000000000e+00
-5.204073918672582622e-01,1.418502183030209141e+00,-5.213725276631109296e-01,1.407185454646803224e+00,3.996880354205119557e-01,4.195557290581255483e-01,1.000000000000000000e+00
-5.277654381151689611e-01,1.434482179808349134e+00,-5.284812214729175395e-01,1.423550158359895068e+00,3.948634046069059433e-01,4.097341762287722289e-01,1.000000000000000000e+00
-5.352413484934301913e-01,1.450117675145331964e+00,-5.357110389870806122e-01,1.439569073039461466e+00,3.902504262158921766e-01,3.999253648079278967e-01,1.000000000000000000e+00
-5.428297754524353813e-01,1.465409245974193198e+00,-5.430566666124050368e-01,1.455242647274377132e+00,3.858467407684345596e-01,3.901329801030971045e-01,1.000000000000000000e+00
-5.505254326762532013e-01,1.480357595854560060e+00,-5.505128499910759698e-01,1.470571459402747694e+00,3.816499516946790238e-01,3.803606274877888715e-01,1.000000000000000000e+00
-5.583230959868685783e-01,1.494963552170259780e+00,-5.580743949318340835e-01,1.485556214697659083e+00,3.776576270345023412e-01,3.706118325444240358e-01,1.000000000000000000e+00
-5.662176042054792857e-01,1.509228063332970438e+00,-5.657361682984587414e-01,1.500197742557960900e+00,3.738673011182687689e-01,3.608900412364323129e-01,1.000000000000000000e+00
-5.742038599713519265e-01,1.523152195992920177e+00,-5.734930988560538179e-01,1.514496993705105599e+00,3.702764762278729083e-01,3.511986201088877491e-01,1.000000000000000000e+00
-5.822768305187571158e-01,1.536737132257609995e+00,-5.813401780756343173e-01,1.528455037387055349e+00,3.668826242374444990e-01,3.415408565170680588e-01,1.000000000000000000e+00
-5.904315484125044478e-01,1.549984166919524453e+00,-5.892724608975213885e-01,1.542073058590232693e+00,3.636831882336503119e-01,3.319199588822308589e-01,1.000000000000000000e+00
-5.986631122426063767e-01,1.562894704693759129e+00,-5.972850664540595433e-01,1.555352355260477104e+00,3.606755841153643227e-01,3.223390569740318679e-01,1.000000000000000000e+00
-6.069666872786034784e-01,1.575470257466476287e+00,-6.053731787521742236e-01,1.568294335533945816e+00,3.578572021723840368e-01,3.128012022188771946e-01,1.000000000000000000e+00
-6.153375060840943211e-01,1.587712441555084508e+00,-6.135320473162941823e-01,1.580900514978869964e+00,3.552254086429869617e-01,3.033093680336217401e-01,1.000000000000000000e+00
-6.237708690920121812e-01,1.599622974981001144e+00,-6.217569877921721444e-01,1.593172513849059113e+00,3.527775472502020504e-01,2.938664501839406973e-01,1.000000000000000000e+00
-6.322621451412009375e-01,1.611203674755848470e+00,-6.300433825121365405e-01,1.605112054350023465e+00,3.505109407165152291e-01,2.844752671667513666e-01,1.000000000000000000e+00
-6.408067719748421487e-01,1.622456454181902208e+00,-6.383866810223151056e-01,1.616720957918560186e+00,3.484228922568992637e-01,2.751385606160497987e-01,1.000000000000000000e+00
-6.494002567012956417e-01,1.633383320167595798e+00,-6.467824005723773473e-01,1.628001142516627198e+00,3.465106870499054526e-01,2.658589957315694585e-01,1.000000000000000000e+00
-6.580381762179142724e-01,1.643986370558855992e+00,-6.552261265683438918e-01,1.638954619940310220e+00,3.447715936868019915e-01,2.566391617295343264e-01,1.000000000000000000e+00
-6.667161775983995176e-01,1.654267791487028294e+00,-6.637135129890141538e-01,1.649583493144658020e+00,3.432028655984640242e-01,2.474815723150355917e-01,1.000000000000000000e+00
-6.754299784442691079e-01,1.664229854734126324e+00,-6.722402827665728831e-01,1.659889953585150790e+00,3.418017424600169329e-01,2.383886661752574743e-01,1.000000000000000000e+00
-6.841753672010085774e-01,1.673874915116118522e+00,-6.808022281319320301e-01,1.669876278576530648e+00,3.405654515729867327e-01,2.293628074930767202e-01,1.000000000000000000e+00
-6.929482034394836010e-01,1.683205407884944771e+00,-6.893952109253730365e-01,1.679544828669716772e+00,3.394912092249765534e-01,2.204062864802990573e-01,1.000000000000000000e+00
